F1_Delta,F2_Delta,F3_Delta,F4_Delta,F1_Theta,F2_Theta,F3_Theta,F4_Theta,F1_Alpha,F2_Alpha,F3_Alpha,F4_Alpha,F1_Beta,F2_Beta,F3_Beta,F4_Beta,Frontal_Alpha_Asymmetry,F1_Activity,F1_Mobility,F1_Complexity,F2_Activity,F2_Mobility,F2_Complexity,F3_Activity,F3_Mobility,F3_Complexity,F4_Activity,F4_Mobility,F4_Complexity,Subject,Stimulus,Genre,Song,Ensemble,Instruments,Theme,Spatial,Target_Instrument,Tempo,Key,Spectral_Centroid,Spectral_Bandwidth,Spectral_Contrast,Spectral_Rolloff,MFCC_1_Mean,MFCC_1_Std,MFCC_2_Mean,MFCC_2_Std,MFCC_3_Mean,MFCC_3_Std,MFCC_4_Mean,MFCC_4_Std,MFCC_5_Mean,MFCC_5_Std,MFCC_6_Mean,MFCC_6_Std,MFCC_7_Mean,MFCC_7_Std,MFCC_8_Mean,MFCC_8_Std,MFCC_9_Mean,MFCC_9_Std,MFCC_10_Mean,MFCC_10_Std,MFCC_11_Mean,MFCC_11_Std,MFCC_12_Mean,MFCC_12_Std,MFCC_13_Mean,MFCC_13_Std,Chroma_0,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Attention_Label
1.4240504672135949e-11,1.3838277680234434e-11,1.8414948498631592e-11,1.4361631551709213e-11,3.740866983586237e-12,3.387320423682509e-12,3.5311934916133042e-12,2.784931319283916e-12,2.454956926526939e-12,2.5439689838878036e-12,2.534508296501681e-12,2.1576305415722104e-12,1.0472443490087508e-12,9.696722453471175e-13,2.5924854113482703e-12,1.0879877501768953e-12,-8.90120573608644e-14,1.1403280254258176e-10,0.26525195751761754,2.4353984183405557,1.0888382102039677e-10,0.24922520380730656,2.467144678131339,1.7555638627612913e-10,0.4471906327367191,1.7564448039655873,1.1053954152614834e-10,0.2753038548338146,2.3760179301982918,0002,pop_falldead_trio_GtDrVx_theme1_stereo_Vx,pop,falldead,trio,"['Gt', 'Dr', 'Vx']",theme1,stereo,Vx,[143.5546875],A minor,2170.778706353661,2255.1763910676746,19.695979379365777,4145.724264705882,-209.37744,82.73379,182.94121,41.105835,-68.351326,30.835089,41.952087,15.465324,18.525377,22.896782,4.824214,18.221712,-11.196055,7.953971,-9.770405,11.016634,-1.5027332,11.41069,-0.8849306,8.253683,-4.7512326,7.941808,-7.759455,9.488004,-4.07357,7.227668,0.4152317,0.309996,0.34599304,0.36944416,0.6829657,0.5101189,0.39723513,0.46547374,0.40445384,0.4784166,0.3254501,0.31070378,High Attention
6.167941695350268e-12,7.0876235630827504e-12,6.920143534145051e-12,8.052390433460526e-12,4.066955785557747e-12,4.175506874445782e-12,3.24594844131927e-12,3.560856622378028e-12,1.872849915961271e-12,2.006002904924047e-12,1.855819637500537e-12,1.975219171645725e-12,9.747880352193726e-13,9.858545496202361e-13,2.2614048470487303e-12,1.2657909480672363e-12,-1.3315298896277582e-13,7.73879706125021e-11,0.335501099556017,2.015204007227435,7.96795833917365e-11,0.3015818504929372,2.0836981281629345,1.286270762219748e-10,0.4926013911922734,1.5988568822332834,9.104033430741443e-11,0.34217799951691635,2.010646418787215,0002,pop_mixtape_duo_BsDr_theme1_stereo_Bs,pop,mixtape,duo,"['Bs', 'Dr']",theme1,stereo,Bs,[147.65625],C minor,3209.989365481211,3813.0505461415937,16.697156418421972,6988.698498223608,-299.94473,95.421295,106.15942,35.092457,-7.635683,18.867805,61.03878,14.09066,-5.1707015,12.3763275,7.679709,9.700552,11.315562,7.5869713,16.639982,7.694137,5.5113697,7.7304544,7.389733,7.9393206,8.967446,7.480982,8.136854,6.1695952,5.422481,5.2986045,0.5190501,0.57414013,0.5306409,0.58111113,0.5070491,0.5661455,0.56323546,0.5849966,0.56360394,0.5799622,0.5911644,0.47994497,High Attention
1.9684335223739113e-11,2.3642554393465612e-11,2.0597099323623814e-11,2.6798318544377855e-11,6.328297730482282e-12,7.061243436280573e-12,4.8062400937126325e-12,6.4236118292484325e-12,2.613795750742501e-12,2.9264202490467916e-12,2.0546371879219996e-12,2.9309002817522246e-12,9.585691451848045e-13,1.1945551396602633e-12,9.818010512323661e-13,2.1978724615645036e-12,-3.1262449830429076e-13,1.3068941516662255e-10,0.23117414688913632,2.7631773383396254,1.5541845126588197e-10,0.2415961332911757,2.70475880155982,1.3239182799823758e-10,0.2652814737287915,2.6854716024385272,1.9705993947218203e-10,0.3500935475010218,2.1460350986492984,0002,pop_mixtape_duo_BsDr_theme2_stereo_Dr,pop,mixtape,duo,"['Bs', 'Dr']",theme2,stereo,Dr,[151.99908088],C major,2884.5364087245125,3569.61964625088,17.781745181048738,6166.159748247099,-336.84845,120.96531,101.96006,35.557564,-0.60950154,23.706514,52.560383,23.634077,-2.0242114,13.501235,9.830714,10.40715,12.275736,7.496709,17.096115,7.6646047,11.407294,15.593513,16.780548,23.386995,17.25069,20.972618,10.971578,9.159949,3.4406137,6.9563656,0.45053804,0.48592645,0.45093378,0.49734738,0.4323056,0.46098703,0.47258464,0.52496344,0.5185708,0.6327024,0.53548324,0.44938734,High Attention
1.1321380109734224e-11,1.180802564418423e-11,1.2133807075568464e-11,1.2076649551012761e-11,5.234837768696193e-12,5.110182795584655e-12,3.838609555089348e-12,4.262889270903672e-12,2.4997568362218788e-12,2.6930073010082937e-12,2.114962698538192e-12,2.6724985271966582e-12,1.136107806417729e-12,1.2035869882245991e-12,1.232478861764512e-12,2.0475847973385843e-12,-1.9325046478641493e-13,1.0608641674071102e-10,0.31892858937949725,2.221445781531702,1.1309305061280287e-10,0.3166600602926174,2.2151084813419897,1.0592286085353709e-10,0.37641910001862616,2.0227592093355717,1.4365880709112828e-10,0.4477698553119375,1.698777760654557,0002,pop_mixtape_duo_GtVx_theme1_stereo_Gt,pop,mixtape,duo,"['Gt', 'Vx']",theme1,stereo,Gt,[151.99908088],A major,2135.06842735895,1784.1384304905623,19.627779965181155,3561.5218514356147,-164.34962,41.24732,203.77234,21.864786,-104.16941,16.164095,25.336433,8.3548975,14.382114,10.498255,4.9911575,9.634171,-10.107146,6.5318017,-7.4513454,5.5894175,-16.716915,5.1149,-5.3171268,5.537106,-8.441886,5.2744813,-12.740058,5.4831886,-6.4871426,5.4645343,0.25191107,0.40341452,0.4319001,0.34077018,0.6788638,0.2581051,0.32676867,0.25499746,0.3933692,0.5061971,0.23571801,0.4181899,High Attention
1.0088428451726088e-11,1.2770473388376397e-11,1.1101582187808685e-11,2.1269893377908123e-11,4.892327731861264e-12,5.336504119585156e-12,3.836700392961394e-12,5.417611011783845e-12,2.28466180119835e-12,2.344297976824795e-12,2.2451367010421853e-12,2.844813932555332e-12,1.2465593268004498e-12,1.9210117266564242e-12,1.4414182023331113e-12,4.2842122435880316e-12,-5.963617562644487e-14,9.696732180967871e-11,0.39584980709353035,1.9370018657065788,1.403217840100891e-10,0.48149786532071887,1.6781095632726053,1.1323354844677742e-10,0.4271488814081487,1.8565013872530993,2.9782006063687124e-10,0.5862050601314136,1.4207241192552573,0002,pop_mixtape_duo_GtVx_theme2_stereo_Vx,pop,mixtape,duo,"['Gt', 'Vx']",theme2,stereo,Vx,[151.99908088],C# minor,1921.52704796623,1826.635197334014,20.22553684610346,3391.750219112669,-173.74898,40.30826,209.65256,28.520653,-88.94424,22.844345,22.169884,10.616139,14.780964,13.752695,10.955352,13.314332,-13.662616,8.23616,-9.2591,6.0218773,-12.618771,5.820171,-10.917734,7.2623343,-10.030581,5.9953275,-12.929907,6.8911757,-9.332464,6.9894466,0.28859597,0.5323987,0.30233514,0.31440097,0.33111882,0.23571458,0.33259308,0.31564066,0.53270584,0.38948277,0.23437713,0.3960759,High Attention
9.224204765849755e-12,9.932520633595851e-12,9.926248456369062e-12,1.1653528123078649e-11,3.906255085654631e-12,3.983676629628401e-12,3.1097524604304385e-12,3.4087173450506728e-12,2.40474824584591e-12,2.789988084029146e-12,2.0054358199468982e-12,2.813651074888088e-12,9.693569874616422e-13,1.0776354767752843e-12,9.29288043546001e-13,1.6934135846393722e-12,-3.8523983818323623e-13,7.957797161329268e-11,0.3331137701384909,2.0957609484224538,8.704145153554e-11,0.33135019907118846,2.1060468980429268,7.569016895271493e-11,0.3386079601048097,2.080307708023229,1.1226014108705759e-10,0.4218241978235367,1.8103381680257435,0002,pop_mixtape_trio_GtDrVx_theme1_stereo_Gt,pop,mixtape,trio,"['Gt', 'Dr', 'Vx']",theme1,stereo,Gt,[151.99908088],E major,2407.195481935389,2686.453486377931,17.46819429788694,4357.25114649797,-223.82693,49.001106,160.51988,17.077723,-60.799873,15.160227,31.40316,12.007346,11.361871,13.781012,19.447447,8.365769,-4.7315755,6.434534,0.24912328,6.815388,-4.2541184,5.91438,2.3550992,7.1134205,-0.2737297,5.7817564,-2.8654842,6.0073533,-2.3044212,5.410797,0.44004148,0.5455936,0.5631959,0.56944686,0.6061603,0.48223802,0.4524988,0.4970336,0.5388269,0.538642,0.45405838,0.45149937,High Attention
8.978471676359038e-12,9.648456742566409e-12,8.601882188188687e-12,9.272123888563967e-12,4.084404087950996e-12,4.449133292646019e-12,3.4677877793277755e-12,3.764248864339538e-12,2.333028424421149e-12,2.5839610263275413e-12,2.363678030326729e-12,2.381107853691252e-12,8.009176005183756e-13,9.199422483155282e-13,1.2510128556576292e-12,1.4202561289183096e-12,-2.509326019063923e-13,8.41857305046978e-11,0.3005566891195375,2.2749839596740506,8.892836300810427e-11,0.2941873033185405,2.26647921235172,1.0197217453618134e-10,0.42364831198279934,1.8035297832021486,9.601758774553042e-11,0.37571399699880503,1.9070239298768514,0002,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,pop,mixtape,trio,"['Gt', 'Dr', 'Vx']",theme2,stereo,Dr,[147.65625],C# minor,2148.353069580586,2367.9028170586575,18.516755006779544,3847.6543610976782,-179.76685,43.914104,180.32967,24.859283,-64.95488,19.416868,29.414982,12.995933,12.820006,12.032447,21.89457,12.368291,-9.113788,7.524164,-4.420583,6.6946483,-6.4989734,6.2548814,-3.9545922,7.6922717,-5.0440984,6.164478,-6.7875204,7.4349294,-4.671732,6.563961,0.39921907,0.5913507,0.44024828,0.42446056,0.43736565,0.38693824,0.42873234,0.41667888,0.57181484,0.4582862,0.35946497,0.4105112,High Attention
1.0748543109121512e-11,9.464914296107684e-12,1.3102671379590875e-11,9.647246200639657e-12,5.543710269554627e-12,5.539864572624258e-12,4.487713427359994e-12,4.561291159497501e-12,2.436913511653049e-12,2.4971808524048695e-12,2.4633342384256985e-12,2.17391326840963e-12,1.0209622583795981e-12,9.4178608740495e-13,2.0854467938097353e-12,1.1405261903137706e-12,-6.026734075182044e-14,9.453085938471911e-11,0.311814300516388,2.210191529100752,8.41675463816555e-11,0.2996711672355433,2.203272741461401,1.4829275335179812e-10,0.44372737854243705,1.7732962707803372,8.53405277094041e-11,0.3509085184695407,2.033644867014499,0002,pop_mixtape_trio_GtDrVx_theme2_stereo_Vx,pop,mixtape,trio,"['Gt', 'Dr', 'Vx']",theme2,stereo,Vx,[147.65625],C# minor,2148.353069580586,2367.9028170586575,18.516755006779544,3847.6543610976782,-179.76685,43.914104,180.32967,24.859283,-64.95488,19.416868,29.414982,12.995933,12.820006,12.032447,21.89457,12.368291,-9.113788,7.524164,-4.420583,6.6946483,-6.4989734,6.2548814,-3.9545922,7.6922717,-5.0440984,6.164478,-6.7875204,7.4349294,-4.671732,6.563961,0.39921907,0.5913507,0.44024828,0.42446056,0.43736565,0.38693824,0.42873234,0.41667888,0.57181484,0.4582862,0.35946497,0.4105112,High Attention
1.2095687653278333e-10,1.5386959980727427e-10,8.051500224620821e-11,1.8012984924700896e-10,1.054491170944336e-11,1.2955416799530459e-11,7.379150430064688e-12,1.4594136467894737e-11,1.6625506223929171e-12,1.6852998007131718e-12,1.5252422693655316e-12,1.6764399066551848e-12,4.3960828622403195e-13,4.593738384473552e-13,4.2069391123462403e-13,4.721694443773992e-13,-2.274917832025472e-14,5.005528104290458e-10,0.11301700031426858,5.839706931677347,6.37238538138727e-10,0.10390336367475854,6.135422201831879,3.5314793030654796e-10,0.1316686669519554,5.285382496850093,7.366175296156247e-10,0.10142643722854741,6.27201413195618,0003,classique_morceau1_duo_CoFl_theme2_stereo_Co,classique,morceau1,duo,"['Co', 'Fl']",theme2,stereo,Co,[120.18531977],D major,1245.63937672298,1966.0868483547383,23.11880650198566,1896.5045862548357,-245.08105,40.383465,196.70947,13.328401,-18.582535,14.861892,-1.8498932,8.663488,0.34006834,7.872758,18.636698,6.733821,-3.641751,7.29019,-8.5702,5.7703156,-9.3568945,5.6871333,-4.8885555,6.958408,-4.943342,6.0774193,-9.366221,5.232578,-16.00823,5.880831,0.10313811,0.18059327,0.8423012,0.3437872,0.15147638,0.11389431,0.32044828,0.11117723,0.20412908,0.40346316,0.10745349,0.08592038,High Attention
4.083517709000288e-11,3.994044573505041e-11,3.2782908102185874e-11,4.083970849519638e-11,5.1489046588955e-12,4.366425065087475e-12,5.172526764082562e-12,4.490810859507057e-12,8.595034627145881e-13,8.308546863510216e-13,9.532995872612646e-13,8.817263796194661e-13,3.6386407077698777e-13,3.502275175063824e-13,3.854861074432679e-13,3.531449493371354e-13,2.864877636356653e-14,1.6997025600126088e-10,0.17407895793911568,4.1377315798995635,1.686135246028101e-10,0.16567218867766187,4.306519247205566,1.4374881620922506e-10,0.2016821984396144,3.6731340710548106,1.7435522657731303e-10,0.16527756458769388,4.333532625114229,0003,classique_morceau1_duo_CoFl_theme2_stereo_Fl,classique,morceau1,duo,"['Co', 'Fl']",theme2,stereo,Fl,[120.18531977],D major,1245.63937672298,1966.0868483547383,23.11880650198566,1896.5045862548357,-245.08105,40.383465,196.70947,13.328401,-18.582535,14.861892,-1.8498932,8.663488,0.34006834,7.872758,18.636698,6.733821,-3.641751,7.29019,-8.5702,5.7703156,-9.3568945,5.6871333,-4.8885555,6.958408,-4.943342,6.0774193,-9.366221,5.232578,-16.00823,5.880831,0.10313811,0.18059327,0.8423012,0.3437872,0.15147638,0.11389431,0.32044828,0.11117723,0.20412908,0.40346316,0.10745349,0.08592038,High Attention
2.943184324437882e-11,2.2696824079300773e-11,3.261860391422858e-11,2.2357517850572636e-11,4.54252285878906e-12,3.820163371477714e-12,4.575377771316322e-12,3.401467703472239e-12,9.478692991309434e-13,9.618421400225027e-13,9.256331846514272e-13,8.684046122553938e-13,4.800493497175642e-13,4.4906715533084547e-13,4.880122934188625e-13,4.5317041365260673e-13,-1.397284089155927e-14,1.9008111488028097e-10,0.1841230239941,3.945033501030707,1.5584911370007034e-10,0.19006503396473065,3.8049910168237413,1.934792581323638e-10,0.19475679650107522,3.7882616083154033,1.516980082986434e-10,0.19386350262869323,3.783890049589271,0003,classique_morceau1_duo_CoOb_theme1_stereo_Co,classique,morceau1,duo,"['Co', 'Ob']",theme1,stereo,Co,[147.65625],B minor,1836.604127110914,2028.0198308726804,26.173765135162565,3461.346344449627,-297.41318,35.213524,169.9332,22.09227,-36.473976,19.141474,21.753021,10.9830265,0.4418103,7.6223497,-5.189664,9.360837,-8.421221,9.900486,-1.2218032,9.94437,-13.959453,6.797969,1.6861221,7.4737053,5.5890303,10.637752,7.563755,13.561514,8.972999,11.562012,0.13594364,0.224067,0.3465045,0.19663128,0.069634564,0.12593882,0.6900713,0.26920658,0.05802991,0.19392526,0.16436397,0.300139,Low Attention
2.9204847059955543e-11,2.216000856868213e-11,3.005533560885354e-11,1.84126774757693e-11,5.7846450627209186e-12,5.0367246565375604e-12,5.452300201512912e-12,4.645102599839281e-12,1.4153724080250323e-12,1.2561521962445365e-12,1.2869954697660152e-12,1.1738787445544498e-12,3.669398130027402e-13,3.1320531488721175e-13,3.9290890348736636e-13,3.2210630840286156e-13,1.5922021178049577e-13,1.1633293595150796e-10,0.1991027628942163,3.5067826596403853,9.546899237393029e-11,0.20182475064817254,3.4702542328058086,1.1996449604241374e-10,0.20870256283321667,3.476896082396996,8.412551118097515e-11,0.21689661993654794,3.2491771835343926,0003,classique_morceau1_duo_CoOb_theme2_stereo_Ob,classique,morceau1,duo,"['Co', 'Ob']",theme2,stereo,Ob,[132.51201923],D major,1238.1858779283607,1963.1382698618304,22.902031450518216,1951.1914251390233,-243.93481,38.333527,198.0165,13.132923,-22.508984,12.708927,1.5981029,8.293583,1.1548461,9.113388,9.82718,7.511211,-2.9925406,8.288111,-3.3348496,5.703029,-10.17811,5.3673787,-6.877618,6.923497,-7.593941,5.97941,-10.69416,5.630042,-10.780204,7.254304,0.104952015,0.18454377,0.84311235,0.38767186,0.22355564,0.12684746,0.33506015,0.12136854,0.19700697,0.31253254,0.09816692,0.08509455,High Attention
7.89642839380239e-11,8.015238380759174e-11,6.91601235646641e-11,9.082628801177228e-11,4.979279802742608e-12,4.3713035772256924e-12,4.8028899241241336e-12,4.305114466658138e-12,1.0120929237769986e-12,9.736269265882282e-13,1.0035578121411288e-12,9.080931182599172e-13,4.2273328231256265e-13,4.19618938252519e-13,4.1847598603408743e-13,4.0654283176072665e-13,3.8465997188770395e-14,3.016300688342032e-10,0.1344793820064296,5.314270538386618,3.3695074003156847e-10,0.12399648761371031,5.727254545980507,2.3627326114614585e-10,0.15369433846975028,4.747661863666805,3.9629608762978666e-10,0.11478045717385617,6.201146100271608,0003,classique_morceau1_duo_FlOb_theme1_stereo_Fl,classique,morceau1,duo,"['Fl', 'Ob']",theme1,stereo,Fl,[93.96306818],C minor,2344.326390945544,2072.4695060321164,28.26154434198636,3798.34275886194,-319.0161,42.290688,80.53162,28.64499,-91.60445,15.791141,-2.2981699,12.715038,-12.99707,11.734905,-12.09673,10.965338,-11.133016,7.90648,-6.0503592,9.049709,-15.444487,6.5993733,13.828983,13.24323,23.511126,18.91635,20.298096,19.547531,28.969604,19.227354,0.11960696,0.13948141,0.13852137,0.09724683,0.04960584,0.112025745,0.712078,0.24519661,0.040920027,0.12836406,0.12115939,0.16737969,High Attention
1.92269169290593e-11,1.4420876204688709e-11,1.9165107730429357e-11,1.333738883209537e-11,4.028373039561132e-12,3.5155167082505806e-12,3.739635584129423e-12,3.1585715320772842e-12,1.1428269254271585e-12,1.214203432690294e-12,9.868568435824274e-13,1.1781713417610604e-12,4.130407993998198e-13,3.7220702895577664e-13,4.2774097727103887e-13,4.06850958642461e-13,-7.137650726313555e-14,8.966841860731005e-11,0.23369419238113187,3.0669317089512886,7.207668455702784e-11,0.24006185746855602,2.930500425043548,8.712088996294541e-11,0.25053760181317064,2.9655709544554107,6.913456983086855e-11,0.2527818846287567,2.8237644903332253,0003,classique_morceau1_duo_FlOb_theme2_stereo_Ob,classique,morceau1,duo,"['Fl', 'Ob']",theme2,stereo,Ob,[172.265625],G major,2350.3366562032584,2185.453957899943,22.70443463666917,3107.112095019342,-345.91653,38.785007,89.43567,17.011118,-77.222015,16.316883,-28.236856,13.015828,-22.226412,13.036142,6.9629927,11.120687,7.3285594,8.307259,-0.25930986,8.353806,-9.989953,12.872693,-0.8136881,13.982647,22.117577,11.562861,19.294998,11.137682,9.283851,13.778179,0.12598374,0.04499851,0.04651109,0.045114513,0.2316445,0.09664747,0.16786191,0.1447425,0.085959084,0.71597356,0.36338195,0.15570946,High Attention
2.5291981855166854e-11,2.077305268996891e-11,2.2063275068046452e-11,1.9237347285321525e-11,5.163743721818445e-12,4.6407548183023565e-12,4.732863374197599e-12,4.132836371588663e-12,1.0319579085789656e-12,9.99557477038705e-13,9.976379114104355e-13,9.848837104765897e-13,3.6360453209128593e-13,3.3987992131336584e-13,4.0258649036772073e-13,3.470400722906837e-13,3.2400431540260615e-14,1.170689171046802e-10,0.20979033227870372,3.4872462706905907,9.599677090578672e-11,0.2197176118348253,3.324849797185783,1.0759836273518231e-10,0.24038616142966107,3.151349894025151,8.959293269953421e-11,0.22992702905930248,3.197379164271346,0003,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,classique,morceau1,trio,"['Co', 'Fl', 'Ob']",theme1,stereo,Co,[147.65625],B minor,1969.5728841604248,2061.111948578887,25.079000470630948,3390.3189132462685,-267.88538,36.20029,167.45114,20.013353,-51.95094,16.463593,25.95363,11.613908,1.1339138,7.947885,3.2890928,8.625452,-12.349865,8.989441,-6.707109,8.800528,-14.519915,7.612411,8.465344,8.263809,9.277395,12.390636,-2.5894911,12.064592,2.5419376,12.724598,0.26899618,0.21385089,0.43308607,0.2976514,0.06267065,0.10979566,0.64150226,0.25894427,0.052122023,0.18385528,0.16113159,0.40059713,High Attention
1.7251176138980158e-11,1.8124781614364862e-11,8.230975466646922e-12,2.4032401827696896e-11,3.933721051894025e-12,3.38027102187942e-12,2.016006904219513e-12,3.714533220647743e-12,1.4356893492184183e-12,9.77839630147583e-13,8.482722163287588e-13,1.0026315865891264e-12,5.30742149538901e-13,4.683916674297045e-13,4.083468163632387e-13,4.731116953723226e-13,4.578497190708354e-13,1.2444976941444285e-10,0.2513146143411749,3.036054348125088,1.3241892563429596e-10,0.23703632937826652,3.214692220367178,7.07107873797084e-11,0.3192981408318906,2.4722541493012677,1.8102278827310629e-10,0.20542337654917123,3.6933782621021187,0003,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,classique,morceau1,trio,"['Co', 'Fl', 'Ob']",theme1,stereo,Ob,[147.65625],B minor,1969.5728841604248,2061.111948578887,25.079000470630948,3390.3189132462685,-267.88538,36.20029,167.45114,20.013353,-51.95094,16.463593,25.95363,11.613908,1.1339138,7.947885,3.2890928,8.625452,-12.349865,8.989441,-6.707109,8.800528,-14.519915,7.612411,8.465344,8.263809,9.277395,12.390636,-2.5894911,12.064592,2.5419376,12.724598,0.26899618,0.21385089,0.43308607,0.2976514,0.06267065,0.10979566,0.64150226,0.25894427,0.052122023,0.18385528,0.16113159,0.40059713,Low Attention
1.1834920411705282e-11,1.598534707024882e-11,9.143644449639387e-12,1.887981054990848e-11,2.2408846511486173e-12,2.8312721029886443e-12,1.8451271154783557e-12,2.9728469727288323e-12,9.025594492027052e-13,9.864182451220607e-13,7.397070940922416e-13,9.993433126582075e-13,3.206082079274894e-13,3.3885357971535516e-13,3.072433002048036e-13,3.874277926215078e-13,-8.385879591935559e-14,9.326842262879265e-11,0.21524989118387497,3.355799559263627,1.3339715426054372e-10,0.18523490142493557,3.801252945947792,7.165841605510636e-11,0.25108824380969674,2.9987707183223047,1.641230854914394e-10,0.1801933262861232,3.9174595192867607,0003,classique_morceau1_trio_CoFlOb_theme2_stereo_Fl,classique,morceau1,trio,"['Co', 'Fl', 'Ob']",theme2,stereo,Fl,[120.18531977],D major,1612.2043083685871,2012.845540739316,24.105240314546187,2150.862945025387,-267.883,33.534397,180.52083,15.576078,-34.63084,11.685859,1.3223697,9.430684,-5.7539964,8.464157,17.75688,9.770558,1.2729788,7.3678317,-6.507513,6.24276,-15.60262,7.1545634,-9.765301,7.9528656,1.5400103,7.10398,-5.939035,6.711452,-13.065419,7.3770227,0.081888296,0.10200047,0.6383052,0.2676705,0.18320377,0.0784862,0.26285094,0.08965546,0.17647211,0.6136364,0.16900711,0.1037077,High Attention
4.0682162208630476e-11,3.3596607788142035e-11,4.252904169663727e-11,3.324625852182219e-11,5.738454775488717e-12,5.556848036874845e-12,4.968787092939254e-12,5.295728345228201e-12,1.4091775435853895e-12,1.364213767100403e-12,1.1660906237055382e-12,1.3300526196727047e-12,4.54767062357368e-13,4.608375909975077e-13,4.4027857900010984e-13,5.552022694741471e-13,4.4963776484986504e-14,2.514691598974913e-10,0.14259138316166958,4.730062911784493,2.1347052903210358e-10,0.15593450094570413,4.341032613455387,2.630966622610658e-10,0.14041993565191901,4.92134509334952,2.0657131655251165e-10,0.17258146356168605,4.0696824863666885,0003,classique_morceau2_duo_BoFh_theme1_stereo_Fh,classique,morceau2,duo,"['Bo', 'Fh']",theme1,stereo,Fh,[112.34714674],E minor,671.2952554216578,978.9394794388973,23.719104697063532,838.2122106201645,-424.83694,43.325047,178.09807,29.397926,53.529922,22.529438,-10.993475,16.109482,-23.77728,8.226216,-21.085033,7.6106305,-16.228338,6.730696,-12.858164,4.513608,-15.511704,7.818395,-22.984964,6.0429544,-21.382948,6.315384,-12.486079,4.719995,-11.0833025,4.712302,0.05275359,0.111459106,0.24684054,0.16050756,0.59911937,0.12474366,0.13027339,0.1136349,0.08306052,0.10399291,0.055934787,0.12764935,High Attention
2.310449673805618e-11,2.983247692956829e-11,1.6996612316509247e-11,3.797014828370467e-11,4.159816877142309e-12,5.453573180863284e-12,3.25847752654343e-12,6.207534621488243e-12,1.0975565015055966e-12,1.0723193981386335e-12,9.56147321547383e-13,1.1009690800022083e-12,3.491026923112865e-13,3.3813062398189965e-13,3.3663174993218285e-13,4.0967306031537497e-13,2.5237103366963098e-14,1.1950115920763048e-10,0.1869444974871174,3.7157450468978173,1.3856021733319143e-10,0.17138243617686008,3.970749390096079,9.533084225094583e-11,0.20814952588383584,3.424111410404716,1.7278365294448026e-10,0.17147199691123147,4.063114869310039,0003,classique_morceau2_duo_BoFh_theme2_stereo_Bo,classique,morceau2,duo,"['Bo', 'Fh']",theme2,stereo,Bo,[114.84375],D major,1016.1455842076604,1776.4915973377574,19.238879477838715,1495.6621358196326,-413.30325,56.70678,158.46939,44.575138,52.409317,26.119234,-2.801001,14.488328,-17.152555,11.753575,-11.58635,10.8147545,-6.5847144,7.8053584,-8.110714,6.4414434,-14.650441,7.553917,-17.577374,8.440135,-13.425704,6.83822,-8.998099,6.926269,-4.7127733,10.237683,0.24619539,0.34372962,0.43597475,0.24144047,0.21270683,0.14292149,0.30970308,0.28931242,0.24883904,0.47027436,0.22104079,0.21418503,High Attention
5.7755924771649124e-11,5.623939462292452e-11,4.302225032197782e-11,5.66560234647894e-11,7.158833630098277e-12,7.831157165081266e-12,5.8567768165112425e-12,8.298839336977807e-12,1.3679894252875775e-12,1.2550608475302895e-12,1.2712022527105983e-12,1.2286212733088256e-12,3.6669181695423836e-13,3.7456705889582126e-13,3.575024949880212e-13,4.244336577175718e-13,1.1292857775728802e-13,3.196248818093089e-10,0.1190937282438945,5.407147149583391,3.1006392630158206e-10,0.12163396145697963,5.2691981425571806,2.438582595525282e-10,0.13043089442245287,5.09052879932814,3.111676127092523e-10,0.13573017113396435,4.9835721122900605,0003,classique_morceau2_duo_BoFl_theme2_stereo_Bo,classique,morceau2,duo,"['Bo', 'Fl']",theme2,stereo,Bo,[114.84375],D major,1459.4268673396746,2196.4825706514657,21.3094885029788,1973.3910330029016,-403.31238,55.754284,153.14041,43.82187,22.516449,27.056559,-11.279989,14.724102,-15.011295,10.994623,-13.1584015,13.137362,-8.089957,11.53191,1.6460967,10.901286,-4.374396,13.519521,-7.5981793,16.609259,-6.5493827,12.237944,-10.302609,10.690306,-10.390131,12.987791,0.24427263,0.31484404,0.37451255,0.17685537,0.16340132,0.12856968,0.27019328,0.23309594,0.16733998,0.37647137,0.24012496,0.41697708,Low Attention
