EEG Fp1_Delta,EEG Fp2_Delta,EEG F7_Delta,EEG F8_Delta,EEG Fp1_Theta,EEG Fp2_Theta,EEG F7_Theta,EEG F8_Theta,EEG Fp1_Alpha,EEG Fp2_Alpha,EEG F7_Alpha,EEG F8_Alpha,EEG Fp1_Beta,EEG Fp2_Beta,EEG F7_Beta,EEG F8_Beta,Frontal_Alpha_Asymmetry,EEG Fp1_Activity,EEG Fp1_Mobility,EEG Fp1_Complexity,EEG Fp2_Activity,EEG Fp2_Mobility,EEG Fp2_Complexity,EEG F7_Activity,EEG F7_Mobility,EEG F7_Complexity,EEG F8_Activity,EEG F8_Mobility,EEG F8_Complexity,Subject,Session,Attention_Label,Quality
6.2830177823144394e-12,8.070049553435251e-12,1.7812064912820185e-11,1.0135323471938297e-11,1.368131204339569e-12,1.877910524098597e-12,1.6534521387767717e-12,2.0990740018034296e-12,6.2748268743125144e-12,7.902761878135658e-12,4.3418573180337045e-12,6.648886629591582e-12,4.5143585807254846e-13,6.688115289966161e-13,7.824193435211953e-13,7.43724072689955e-13,-1.6279350038231435e-12,5.848830827236598e-11,0.14979615156318493,1.8541289072908351,8.37173290987676e-11,0.1514779011790468,1.9491275005686,1.4578214872885638e-10,0.12402481901079185,2.32477081806954,1.0329600419969681e-10,0.13568617246838127,2.245388266041996,Subject00,1,Low Attention,Bad Quality
6.251363613882986e-12,1.196838850668854e-11,6.582275609103433e-12,1.5330410526583806e-11,1.1013552149982063e-12,2.2043618039033784e-12,2.10263358512406e-12,1.902654631017304e-12,1.4371102280585904e-11,1.4679726350523308e-11,1.5846053543053635e-11,1.1314435889510373e-11,8.217716688756199e-13,9.965856288638634e-13,1.1851548936041275e-12,1.3919517394535637e-12,-3.086240699374041e-13,8.305689953020955e-11,0.14040488673294624,1.6607473240885073,1.1940674857806691e-10,0.1344514632922882,1.9086172025248247,1.275470302305571e-10,0.14200845866604261,1.9267190207276954,1.6761898482031503e-10,0.1211276984804633,2.2414228298972896,Subject00,1,Low Attention,Bad Quality
5.030087215081573e-12,7.350346566511986e-12,7.234440624491966e-12,8.477587895980096e-12,3.848748394351536e-12,4.5198805673152456e-12,7.1504349309642185e-12,3.6151620141059757e-12,3.035897933976113e-12,2.8188119605131575e-12,4.572565410287281e-12,3.1360517159917878e-12,4.313384480925479e-13,5.742085146735514e-13,8.423951070169308e-13,5.673565356281439e-13,2.1708597346295538e-13,5.3059489010650795e-11,0.1336780686549482,2.078058775173985,6.921064548577137e-11,0.1398099665682366,2.1862490580153735,9.76666744615395e-11,0.13621317990098827,2.180413601753463,9.294624816083009e-11,0.12593823951223504,2.454426880055698,Subject00,1,Low Attention,Bad Quality
4.278817842360834e-12,7.199414667171555e-12,2.8164430457573035e-11,4.0970669194941355e-12,2.755311251097309e-12,3.940758012367192e-12,3.3826561411145097e-12,3.0633012979583543e-12,7.618563594884931e-12,9.672269555649264e-12,3.869091778527184e-12,1.0033353832738105e-11,6.120725191779246e-13,8.782161405850255e-13,7.102280219759342e-13,1.0936501513308144e-12,-2.053705960764333e-12,7.573875639782412e-11,0.13909330341944015,1.7821481517547393,9.639964588268874e-11,0.1491756369775053,1.925495505109861,2.2424174907420538e-10,0.0940808551319454,2.9710100142611715,1.1635812647972092e-10,0.13593721127041028,2.005722724565132,Subject00,1,Low Attention,Bad Quality
6.860268590817003e-12,8.501708201328987e-12,1.309443349860108e-11,1.1540381136830352e-11,2.926804846462313e-12,3.344978635586714e-12,4.3951249989367425e-12,4.172941444516008e-12,1.9607163910583295e-12,4.5569094788835915e-12,1.926889515598543e-12,4.12801158660988e-12,4.684996272260474e-13,8.493052917903382e-13,1.0372048034432746e-12,9.478724015351723e-13,-2.596193087825262e-12,1.32091387034917e-10,0.09478382741165942,2.911865936164139,3.048958604193946e-10,0.08584817556032699,3.3809525473841693,1.3148766482737932e-10,0.12361113598511311,2.476685613211533,1.1395524529706647e-10,0.13625082462494764,2.0950267490144117,Subject00,1,Low Attention,Bad Quality
3.382295241730026e-12,3.4076197861950594e-12,1.470798635461419e-11,7.18450598834023e-12,2.036581688031497e-12,3.5167416807370476e-12,2.7863912717080527e-12,2.9734198749743534e-12,5.915557057178944e-12,4.712706073464256e-12,1.2562810973404063e-11,4.8531550952755025e-12,6.644338082660151e-13,1.0094203353840366e-12,7.6947150744791e-13,8.367855806736255e-13,1.2028509837146879e-12,6.323650527719622e-11,0.16079927343488,1.7471288098920914,6.922908552342531e-11,0.17504426514537025,1.7924620482142115,1.5526161203367935e-10,0.135617059666775,1.9515888715663623,8.568036335631179e-11,0.15785857344873888,1.9076502132099245,Subject00,1,Low Attention,Bad Quality
6.67575025976215e-12,1.0561572092541826e-11,7.583286726080638e-12,1.6908184840312756e-11,4.554878283242366e-12,5.932331581417205e-12,6.1434757268900535e-12,5.806042175217632e-12,9.282597840744435e-12,1.0337212331192641e-11,1.2178754037622266e-11,1.084101982951048e-11,8.262218833465647e-13,1.32530495343267e-12,9.204721587198992e-13,1.6679670774561478e-12,-1.0546144904482065e-12,9.219425264522912e-11,0.12443004498812381,1.8520781577297316,1.4275699001758675e-10,0.1228095234485848,2.070970282970949,1.325099847582231e-10,0.12958281588592063,2.0890715260474084,1.9083497278673006e-10,0.1085390833384795,2.2931106100547725,Subject00,1,Low Attention,Bad Quality
1.3486425197372462e-11,1.7523494065399977e-11,2.533366648679584e-11,2.247045952536091e-11,3.2960729011499977e-12,4.1299975140532345e-12,5.5512914310961106e-12,4.572887753418455e-12,1.1679871115599795e-11,1.3429818397586595e-11,1.1572597698914538e-11,1.3331643240299714e-11,5.263876037932316e-13,7.003688879162968e-13,6.334256551002619e-13,8.367854125577608e-13,-1.7499472819868003e-12,9.750726528349984e-11,0.1276000051602141,1.9749320842030502,1.2520219231947865e-10,0.13126142482719663,2.1233430497468784,1.896168153418014e-10,0.10539447337167074,2.640707501017276,1.617924706913586e-10,0.11721226242529216,2.3503888066687963,Subject00,1,Low Attention,Bad Quality
3.167354072248062e-12,6.634883423209918e-12,6.457847314800527e-12,5.617967584566401e-12,3.1545128713130855e-13,8.274952395768914e-13,1.6946635868859125e-12,1.8011756289948802e-12,6.698138453171084e-12,9.31891649319743e-12,1.0470260032208017e-11,1.142053017476325e-11,7.045733301092567e-13,9.394300905363197e-13,1.1709575090815786e-12,1.3352441663807242e-12,-2.6207780400263454e-12,7.082196236919214e-11,0.15989595980936622,1.6490654898032422,9.727184252449476e-11,0.16544803149640813,1.7512548826454142,1.3302970381641477e-10,0.14693262768617993,1.8933482573803893,1.093331260496959e-10,0.1744748227411176,1.7260530037962694,Subject00,1,Low Attention,Bad Quality
5.904849265218617e-12,4.705632626909347e-12,3.0500999939632517e-12,1.5173165963702962e-11,3.166996695183486e-12,2.8003748310346793e-12,4.833038185628184e-12,2.8332754357492238e-12,6.4612968989336254e-12,7.171874038833455e-12,9.264335612073602e-12,4.964529847278438e-12,4.410300136877542e-13,6.925360126143645e-13,9.971651963163149e-13,9.54692635421249e-13,-7.105771398998294e-13,6.380450161928204e-11,0.14064988560631653,1.8081728006406308,7.767056473243567e-11,0.1545179649297068,1.8264035287659626,1.136797664899577e-10,0.1446207197279678,1.9236037479224648,1.2175907475071053e-10,0.1328308179353837,2.1869581029219245,Subject00,1,Low Attention,Bad Quality
2.8429558987652345e-12,6.441067049013999e-12,2.0707384928017164e-11,7.730072246945626e-12,1.4515744459555991e-12,2.855445411659751e-12,1.8000692703094085e-12,3.1453150586727796e-12,6.744076558880097e-12,8.611108540375159e-12,4.784300772929039e-12,5.586993494647876e-12,5.765437547055767e-13,6.131466835687498e-13,1.2738173969377972e-12,5.716417695784617e-13,-1.8670319814950625e-12,6.352758979799972e-11,0.14290808294102555,1.796974058737849,8.86611749235385e-11,0.1385977518396134,1.920532095977898,1.196642420508494e-10,0.14036829194681572,2.010811873196417,1.0365595970206901e-10,0.13301070605104387,2.0878422558850773,Subject00,1,Low Attention,Bad Quality
2.6697531538538173e-12,4.207353123519536e-12,1.2917083711585659e-11,9.712330359669556e-12,1.0458140087397668e-12,1.029530461082102e-12,2.248422530708514e-12,2.653713523366386e-12,4.1191600341154205e-12,6.273841740241026e-12,6.973639456971558e-12,4.172766405661479e-12,6.440590108826218e-13,8.501149543149464e-13,9.445049683241247e-13,1.162851378719605e-12,-2.1546817061256053e-12,7.109265369051342e-11,0.1628275537696137,1.6378496644887917,9.207653330586574e-11,0.16412514396059924,1.723741025026562,1.837964656456525e-10,0.11801797382779101,2.440733088626644,1.186625171692593e-10,0.15310972049589655,1.8712232663196895,Subject00,1,Low Attention,Bad Quality
1.0090160769555026e-11,1.3905622108685183e-11,1.6647028400833167e-11,2.3185177187893844e-11,3.9621734081693805e-12,4.826863289500895e-12,6.063978270536917e-12,5.564570999921293e-12,1.1805963944129558e-11,1.6048367090813296e-11,1.2197826497571265e-11,1.9924505769339243e-11,8.097183458435867e-13,1.030315271831321e-12,1.0580629870271751e-12,1.0652005311299575e-12,-4.242403146683738e-12,1.1300863949849016e-10,0.12998655917294671,1.8420625460736877,1.5705371016680058e-10,0.13328391410152585,1.9549146372498885,1.4795898632384992e-10,0.12265251612475603,2.134124019194507,1.7817234613955647e-10,0.12703792247202858,1.9590160630291618,Subject00,1,Low Attention,Bad Quality
9.783579299258197e-12,1.4345708570656747e-11,1.4950997341195205e-11,1.0959424307855596e-11,2.3554280849889663e-12,3.421534280348073e-12,3.1699549539751803e-12,3.294763595457329e-12,1.2830953310259457e-11,1.3393756311153489e-11,1.4971713572622902e-11,1.2133293435313832e-11,6.403532346236824e-13,6.92014948925434e-13,1.444281342507949e-12,8.796193030328435e-13,-5.628030008940321e-13,1.5955903960889777e-10,0.10978786581595498,2.1882107628954413,2.5281636246787395e-10,0.10344778840810784,2.547619395770096,1.857271852006575e-10,0.11043162572044238,2.343019050365858,2.0192490972274484e-10,0.11926820454864663,2.2355037196154597,Subject00,1,Low Attention,Bad Quality
9.153236954929795e-13,1.254164894723307e-12,2.6174551872298835e-11,3.80589716965642e-12,2.1249462715745554e-12,2.710779504818259e-12,2.698658897213384e-12,1.604451237634859e-12,8.730517774756293e-12,1.3972657823109475e-11,9.345891203692782e-12,1.1332708581887106e-11,9.12083043650306e-13,1.1093990298203796e-12,1.0016715910782137e-12,1.220993996560869e-12,-5.2421400483531825e-12,7.026068040357165e-11,0.15077387058811662,1.7018956920719515,1.0601038413333228e-10,0.14647389491901935,1.7532095377675376,3.5968248318179477e-10,0.07694628675438088,3.8822821448845173,9.45693323430304e-11,0.154384491824486,1.746176345068294,Subject00,1,Low Attention,Bad Quality
5.892983509972082e-12,6.882983377262507e-12,1.2688616824840521e-11,4.075685182327688e-12,2.909052768510504e-12,2.9419377412184953e-12,4.312671732578987e-12,4.4728292797348796e-12,2.3374782080342038e-12,2.552746123377989e-12,2.5633045712674214e-12,2.2679151805072546e-12,5.049870150844322e-13,5.91950882611036e-13,8.291914425062551e-13,6.308819434370965e-13,-2.152679153437853e-13,9.326888239957345e-11,0.13781658629047222,1.961844506304575,1.2421637760629432e-10,0.13991288736738608,2.069598734118179,1.197374888402338e-10,0.13173148495099088,2.2677074722154535,1.0801776669012287e-10,0.15135319938035446,1.8863773153179677,Subject00,1,Low Attention,Bad Quality
5.168991951199318e-12,8.102675530807193e-12,1.276193967594776e-11,1.2380601666368762e-11,4.5852214159297664e-12,7.331993523852675e-12,3.2995023684777584e-12,2.4869011955866713e-12,7.834189667698722e-12,1.3823678293285369e-11,1.1228114417505362e-11,1.5469877826024304e-11,1.0402005821134508e-12,1.5167468612628124e-12,1.7074366794113037e-12,2.0330737244805747e-12,-5.989488625586647e-12,1.0771598237450232e-10,0.13302800693689598,1.9087177653763119,1.8451248329046952e-10,0.12700859325066677,2.0561772246295345,1.7803398123798355e-10,0.11741223446436604,2.2440169319960312,3.017495367397415e-10,0.1092957176069598,2.489261410812814,Subject00,1,Low Attention,Bad Quality
3.2339627619492004e-12,7.06245176188464e-12,8.442754376321822e-12,5.7287170145740485e-12,4.55029084474181e-12,6.156384073840098e-12,3.685869786658402e-12,6.601222036065372e-12,1.180472370682654e-11,1.251751035407773e-11,1.3130007897047268e-11,1.1246606423333772e-11,7.48407173787345e-13,1.1099334837788697e-12,8.589925090523476e-13,1.2096082360015804e-12,-7.127866472511911e-13,8.37211284450808e-11,0.14786692009139724,1.7485030738590768,1.221836956477541e-10,0.14160832940998594,1.9048987317491086,1.954492396094766e-10,0.10804185260668801,2.5455515110712605,1.1904022088635482e-10,0.14749060750433396,1.8799572685580868,Subject00,1,Low Attention,Bad Quality
3.5985646567447098e-12,4.354444423357727e-12,1.4747115494363888e-11,1.0250477129177976e-11,3.5066331080483883e-12,3.4448753182649516e-12,5.21406270955392e-12,3.8577137343360615e-12,1.3643842055595e-11,1.6922878523799604e-11,1.1859442137292638e-11,1.4970915435291786e-11,7.712135066449162e-13,1.1090109361385898e-12,9.298079769912276e-13,9.604855487746221e-13,-3.279036468204604e-12,9.79671828523575e-11,0.1507904543162333,1.6183299571538403,1.330431346859788e-10,0.15282937973387883,1.725872175919516,2.98378445579741e-10,0.09013024918881482,3.0329119363718533,1.2954801705701962e-10,0.151245930033928,1.7996022801960887,Subject00,1,Low Attention,Bad Quality
2.2055816359445524e-12,7.413237074502673e-12,2.676234209992482e-11,1.0765633331474056e-11,2.6694721165261012e-12,4.6123011956069645e-12,2.262246170771361e-12,5.467487791384228e-12,9.047683658324204e-12,1.0454049615576927e-11,4.51054712091717e-12,8.592856336948488e-12,7.372161267607397e-13,8.991292729552451e-13,1.4433821936886349e-12,1.211802067773454e-12,-1.4063659572527235e-12,7.676320094135617e-11,0.1506537686151797,1.6417643165799378,1.0680337159171406e-10,0.1457475194835565,1.820528102678387,2.1092577714741098e-10,0.11408115086714025,2.4418301749409803,1.3787388557470415e-10,0.13542835874098674,1.980898737107583,Subject00,1,Low Attention,Bad Quality
3.4005396825179528e-12,5.156125043957671e-12,9.30000050595791e-12,1.0819039911611644e-11,1.7714833157997155e-12,2.790225904533837e-12,2.457956884462794e-12,3.149207064698311e-12,1.2192094942823347e-11,1.1733336969745835e-11,8.777718757099595e-12,1.3213400153153559e-11,6.73076852421055e-13,7.805245759152336e-13,9.291766971703104e-13,7.305085441979941e-13,4.587579730775115e-13,8.663814977066162e-11,0.1529517077837336,1.7371866015309698,1.124935557679359e-10,0.15151874325498185,1.8213257571743782,1.7255369325034763e-10,0.12494740279082758,2.393141585956145,1.4726176484226632e-10,0.14539659474891303,1.874045283951278,Subject00,1,Low Attention,Bad Quality
2.9941880057159156e-12,5.971108029343965e-12,1.488461375861163e-11,6.297977693355721e-12,1.605485648950531e-12,1.7963462874831365e-12,3.420335355391137e-12,1.0514743836125468e-12,6.50176748082183e-12,8.185570073521087e-12,5.271162413616444e-12,7.0982735027413995e-12,6.439050194721997e-13,8.46591401814872e-13,1.1057879939055844e-12,9.140060567700688e-13,-1.6838025926992575e-12,5.565102554747534e-11,0.14341930249927318,2.0196754567054267,9.093359861828868e-11,0.13641874073034244,2.248190368277948,1.8050044196506737e-10,0.10711000513273042,2.871234085938162,7.719941857059875e-11,0.1677676676221997,1.9620669863050513,Subject00,1,Low Attention,Bad Quality
2.550650275834989e-12,4.436354526747776e-12,1.226342428148639e-11,1.154713019976798e-11,1.6531546026295798e-12,1.7136560570015353e-12,9.695792739317078e-12,2.316872608761749e-12,2.1142116919792427e-12,2.2311629981542887e-12,5.194049258799544e-12,1.6114517010999066e-12,5.30402758473709e-13,7.647381887020146e-13,1.2139060653081212e-12,8.361973962611596e-13,-1.1695130617504601e-13,5.0060187677976233e-11,0.16141650983610878,1.8294835833038035,7.47058962991545e-11,0.1676378183152476,1.9513339393376579,1.8961633846742897e-10,0.1099723757870984,2.7903945307003974,1.550720754686354e-10,0.11973329703326702,2.658987294258287,Subject00,1,Low Attention,Bad Quality
1.286270239363843e-12,2.2044618176791506e-12,8.299957549868378e-12,9.899773958028517e-13,1.0337039323655504e-12,7.359227449013713e-13,2.738207289048174e-12,1.2966095435305556e-12,4.484712484069918e-12,5.588452792952438e-12,5.449846188640075e-12,5.661620375407721e-12,5.950086486042482e-13,9.23028921655959e-13,7.270692859634535e-13,1.2222645112965712e-12,-1.1037403088825195e-12,5.491476466790776e-11,0.16767412089439446,1.71113939601068,6.686750229978304e-11,0.1882532876174946,1.6753576425010333,1.2228242107137158e-10,0.13311406129047804,2.3193595916707492,1.8842438653057822e-10,0.12181233085133236,2.6027567908014073,Subject00,1,Low Attention,Bad Quality
1.0682303204562646e-12,1.956393793542449e-12,1.0715140832088473e-11,2.2890601928498315e-12,2.9733578483917752e-12,4.737385845771473e-12,6.164010109123333e-12,5.396322673473604e-12,6.968493564511384e-12,7.659735398198617e-12,5.99043814473567e-12,4.1661457280743144e-12,9.964324427826402e-13,1.1426419200810285e-12,1.530477668197648e-12,1.5239718839988558e-12,-6.912418336872334e-13,8.157103563169655e-11,0.15652803517189245,1.6399746925682925,1.0123484796211455e-10,0.1612323567973046,1.7265927557466212,1.9827152524863578e-10,0.12426192977086964,2.3475803706298204,1.3806811233916542e-10,0.143897088998832,2.0882423860103345,Subject00,1,Low Attention,Bad Quality
3.0705017005830364e-12,5.451748348792514e-12,1.1788819076469673e-11,4.288213122625876e-12,2.070874068305625e-12,2.8979123069707086e-12,3.531839023882975e-12,4.433120109978481e-12,1.1764413553524277e-11,1.4522710992042653e-11,8.1770977595638e-12,1.3434615218695769e-11,6.371153203952508e-13,1.2063554432886462e-12,7.948389302635957e-13,1.783678810173173e-12,-2.758297438518376e-12,7.24625737312987e-11,0.15335219361291375,1.7180715015445254,1.110212484162269e-10,0.15991468080376908,1.78402260431796,1.1646602454926307e-10,0.12250658315770471,2.489878621894764,1.1956696542311915e-10,0.16839612820783673,1.7625703600770064,Subject00,1,Low Attention,Bad Quality
2.272836254240092e-12,4.6808653274331644e-12,6.943805608550354e-12,8.92039065559856e-12,2.126171001069001e-12,2.0575038260424332e-12,4.122177708352574e-12,2.2135861499672705e-12,2.140990435962991e-12,2.9189504373208605e-12,1.6294703046865262e-12,3.794075849701232e-12,8.46164718593699e-13,1.2314166491424018e-12,8.010188942246652e-13,1.1586474342442594e-12,-7.779600013578695e-13,7.102881844647874e-11,0.14688278699817192,1.8217861999706808,9.337845841919176e-11,0.15428639191867052,1.8756770370585574,1.7021885021888556e-10,0.11018913441359081,2.7911616150827205,1.3202385989928847e-10,0.13668470908933317,2.1348293466260593,Subject00,1,Low Attention,Bad Quality
6.178785331883198e-12,7.475452581349588e-12,1.303512337406381e-11,7.475392967185197e-12,4.841098725337848e-12,7.272532289057749e-12,5.528567199148679e-12,5.9376445821759105e-12,1.2187972548665321e-11,1.5607775596743616e-11,1.4691931879949924e-11,1.3789091377105573e-11,5.51967986560746e-13,7.659865127475372e-13,6.321191838221621e-13,8.703380536807551e-13,-3.4198030480782952e-12,7.903279496753245e-11,0.14383238158807438,1.8002571539666674,1.0034319981954654e-10,0.1545303560077055,1.8054374495723557,1.311653564529165e-10,0.13503936610585165,2.1145318652225984,1.202949887864528e-10,0.14291827975288057,2.024138959427327,Subject00,1,Low Attention,Bad Quality
5.4901170220662835e-12,7.319738505666497e-12,8.07064003788115e-12,1.0678692605776991e-11,3.905016547553815e-12,4.569729264069228e-12,8.165312365759032e-12,3.0882391787039634e-12,1.0825965068008756e-11,1.1742006108565881e-11,1.1807966930717876e-11,1.200387386003804e-11,7.151536804771309e-13,8.734467959794822e-13,9.804864485633698e-13,1.0869635504690006e-12,-9.16041040557125e-13,1.0028884183129667e-10,0.13302528601071614,1.69965896078772,1.332978714018271e-10,0.13187008071461195,1.861322045560067,1.4948747295958186e-10,0.13385146406664636,1.95147709152325,1.4334007714573276e-10,0.1423607623440416,1.8475705588957758,Subject00,1,Low Attention,Bad Quality
2.1467113512390473e-12,4.398597621801871e-12,5.336107972277443e-12,3.916596308138199e-12,3.996039158093056e-12,4.638758359026563e-12,9.602048748861461e-12,4.4722312663998255e-12,1.0256315997755696e-11,1.1494363081970077e-11,1.2676343661870193e-11,1.0040061644533579e-11,3.89777557784879e-13,4.712572975592108e-13,7.628650302157801e-13,5.484091928854428e-13,-1.2380470842143816e-12,9.14504835471059e-11,0.13628503514992704,1.6668166313924218,1.2075866679636175e-10,0.13649754852381865,1.8698581040844475,1.7646959345102243e-10,0.11680293285827945,2.085347331380297,1.2828116050340679e-10,0.13375131702236973,1.9473555535043656,Subject00,1,Low Attention,Bad Quality
